PID,Benchmark,WCET,Period,Deadline,Criticality,TempSens,LoadSens,Energy,Predecessors
T362,MiBench,48.64,284.27,140.83,Low,0.89,0.99,64.69,T361
T363,MiBench,43.96,201.77,61.03,Low,1.32,1.38,60.66,T362
T364,EEMBC,19.85,239.99,222.21,High,1.17,0.93,43.67,T363
T365,Malardalen,1.05,11.99,8.98,Low,1.2,0.98,0.82,T364
T366,PapaBench,3.61,126.05,27.37,High,1.11,1.22,2.89,T365
T367,EEMBC,23.37,253.84,90.56,High,1.13,0.97,52.58,T366
T368,EEMBC,18.0,201.34,31.64,Low,1.27,0.81,44.1,T367
T369,PapaBench,0.46,185.38,126.08,Low,1.17,1.22,0.51,T368
T370,EEMBC,17.69,128.26,112.39,Low,1.47,1.04,33.96,T369
T371,Malardalen,1.68,47.81,12.71,High,1.49,1.36,1.18,T93
T372,Malardalen,1.97,79.71,55.6,Low,1.2,1.24,1.18,T371
T373,PapaBench,1.32,166.67,71.8,High,1.2,1.38,1.49,T372
T374,PapaBench,2.49,105.66,104.28,Low,0.91,0.87,2.29,T373
T375,TACLeBench,1.0,140.94,114.73,High,1.26,1.03,1.06,T374
T376,TACLeBench,14.71,54.6,17.45,High,0.92,1.29,17.5,T375
T377,EEMBC,13.08,180.65,75.73,High,1.14,1.08,22.11,T376
T378,MiBench,10.68,163.41,155.99,Low,1.25,0.97,13.03,T377
T379,PapaBench,3.83,37.28,20.32,High,1.15,0.91,4.21,T378
T380,MiBench,14.98,284.6,206.37,High,1.16,1.33,23.07,T379
T381,TACLeBench,9.98,141.19,138.17,High,1.19,1.03,10.88,T94
T382,Malardalen,0.15,92.11,77.21,Low,1.21,1.36,0.14,T381
T383,MiBench,7.56,250.02,134.92,Low,1.4,0.82,9.07,T382
T384,MiBench,25.74,282.69,220.68,Low,0.9,0.8,48.39,T383
T385,TACLeBench,1.95,75.55,29.05,High,1.21,0.9,2.83,T384
T386,TACLeBench,1.28,59.49,37.58,Low,1.05,0.92,1.54,T385
T387,Malardalen,1.82,17.6,9.99,Low,1.23,1.15,1.73,T386
T388,Malardalen,0.26,52.85,17.94,High,1.23,0.83,0.23,T387
T389,TACLeBench,14.03,75.82,20.44,Low,1.34,1.02,14.87,T388
T390,TACLeBench,11.27,149.07,118.71,Low,1.1,0.95,15.78,T389
T391,EEMBC,23.8,261.84,168.23,Low,1.08,0.97,33.32,T357
T392,EEMBC,3.98,109.96,28.54,Low,1.04,0.96,7.04,T391
T393,Malardalen,1.34,44.31,17.93,High,1.24,1.25,1.07,T392
T394,Malardalen,0.88,32.17,17.93,Low,0.98,0.87,0.78,T393
T395,TACLeBench,6.48,69.91,23.95,Low,1.23,1.05,5.18,T394
T396,TACLeBench,18.64,76.33,27.86,High,0.86,1.23,17.34,T395
T397,Malardalen,1.95,28.5,18.32,High,1.43,0.92,1.85,T396
T398,MiBench,46.94,120.52,57.02,Low,0.84,1.2,79.8,T397
T399,MiBench,36.46,321.31,180.83,High,1.32,1.27,61.25,T398
T400,PapaBench,1.81,217.83,63.06,High,1.14,1.16,2.1,T399
T401,MiBench,42.03,125.18,74.99,Low,1.37,1.08,68.51,T276
T402,MiBench,29.97,408.27,404.63,High,1.3,1.21,35.06,T401
T403,PapaBench,0.9,89.17,63.81,High,0.95,0.94,0.68,T402
T404,PapaBench,0.56,126.26,115.04,High,1.41,0.88,0.39,T403
T405,Malardalen,1.61,70.55,20.02,High,1.42,1.21,0.98,T404
T406,EEMBC,17.94,83.69,52.98,High,0.83,1.11,33.73,T405
T407,EEMBC,28.64,257.5,127.9,High,1.35,0.84,63.87,T406
T408,TACLeBench,12.42,172.61,154.63,High,1.22,1.28,16.64,T407
T409,TACLeBench,8.26,71.43,38.22,High,1.2,0.99,9.58,T408
T410,EEMBC,27.01,73.96,73.66,Low,0.97,1.17,61.31,T409
T411,EEMBC,3.21,80.98,42.51,Low,0.84,0.91,5.65,T105
T412,MiBench,30.36,447.42,201.19,Low,1.13,0.97,38.56,T411
T413,TACLeBench,5.9,54.59,22.85,Low,1.23,0.97,6.55,T412
T414,TACLeBench,4.93,155.0,136.33,Low,1.48,1.0,7.1,T413
T415,TACLeBench,4.77,69.75,10.39,Low,1.44,1.16,6.11,T414
T416,TACLeBench,8.64,168.26,160.07,High,1.02,1.21,8.29,T415
T417,Malardalen,1.83,89.75,89.36,High,1.03,1.07,1.76,T416
T418,PapaBench,2.42,242.82,197.76,High,0.98,1.38,1.86,T417
T419,Malardalen,0.22,37.73,2.41,High,1.35,1.17,0.18,T418
T420,EEMBC,23.55,129.62,67.33,Low,1.15,1.19,57.7,T419
T421,EEMBC,12.61,214.09,176.29,High,1.44,0.97,19.42,T219
T422,Malardalen,1.07,97.35,27.54,Low,1.04,0.81,0.64,T421
T423,MiBench,18.81,167.01,21.14,Low,0.97,0.81,29.34,T422
T424,EEMBC,19.22,255.23,74.27,Low,1.11,0.88,40.55,T423
T425,EEMBC,1.58,67.19,26.13,High,0.9,1.08,2.35,T424
T426,EEMBC,7.24,112.54,104.28,High,1.35,0.88,16.87,T425
T427,PapaBench,2.33,83.28,21.34,High,0.83,1.1,1.91,T426
T428,MiBench,33.31,283.95,180.08,Low,1.24,1.17,41.97,T427
T429,PapaBench,1.51,36.63,8.45,Low,1.03,0.93,1.28,T428
T430,MiBench,8.69,194.22,186.74,Low,1.11,1.22,11.91,T429
T431,EEMBC,2.1,143.97,36.08,High,0.99,0.98,4.18,T367
T432,Malardalen,0.99,24.13,6.31,Low,0.81,1.28,0.68,T431
T433,Malardalen,0.12,23.92,21.22,High,1.13,1.38,0.1,T432
T434,EEMBC,22.89,66.17,45.92,High,1.14,0.91,39.6,T433
T435,Malardalen,0.63,13.97,4.11,Low,0.88,1.32,0.49,T434
T436,TACLeBench,5.13,58.54,47.07,High,1.01,1.29,4.31,T435
T437,PapaBench,4.29,220.55,10.28,High,1.48,1.15,3.65,T436
T438,EEMBC,22.65,143.97,90.54,High,1.32,0.94,37.6,T437
T439,MiBench,42.49,200.78,139.76,Low,0.9,1.12,56.09,T438
T440,EEMBC,27.36,123.06,77.02,High,0.94,1.21,49.25,T439
T441,TACLeBench,10.35,143.94,98.59,Low,1.43,1.26,14.18,T48
T442,PapaBench,0.14,117.65,26.94,Low,1.45,0.83,0.11,T441
T443,Malardalen,0.13,37.54,10.85,Low,1.02,0.92,0.08,T442
T444,MiBench,43.29,496.44,395.01,Low,1.09,1.3,54.11,T443
T445,TACLeBench,11.36,64.87,26.77,High,0.87,0.88,12.16,T444
T446,EEMBC,17.38,238.64,124.13,Low,1.15,0.91,32.33,T445
T447,PapaBench,3.19,176.61,75.23,High,0.96,1.37,2.3,T446
T448,Malardalen,1.64,35.37,5.98,High,1.44,0.86,0.98,T447
T449,TACLeBench,13.8,150.06,112.37,Low,0.95,1.14,19.87,T448
T450,TACLeBench,12.04,140.82,59.22,High,1.14,1.14,17.46,T449
T451,PapaBench,3.36,204.26,5.64,High,1.06,1.2,2.45,T207
T452,PapaBench,1.79,45.98,15.15,High,0.93,0.91,2.09,T451
T453,TACLeBench,17.68,122.04,103.03,High,1.28,1.25,24.58,T452
T454,EEMBC,2.57,157.85,140.43,Low,1.47,1.07,3.6,T453
T455,TACLeBench,10.81,76.57,58.81,High,1.18,0.89,14.59,T454
T456,EEMBC,10.88,251.85,124.5,Low,1.28,0.93,21.54,T455
T457,MiBench,31.86,115.74,84.48,Low,1.4,1.24,39.51,T456
T458,TACLeBench,1.76,54.65,12.83,Low,1.1,1.01,2.38,T457
T459,TACLeBench,14.54,142.55,131.16,High,1.49,1.3,11.78,T458
T460,MiBench,45.95,123.28,83.14,Low,1.41,0.93,86.85,T459
T461,EEMBC,28.04,78.23,72.89,Low,0.88,0.95,49.91,T435
T462,EEMBC,1.74,187.28,8.96,High,1.04,0.9,2.59,T461
T463,MiBench,23.33,467.15,429.72,Low,1.12,1.05,30.33,T462
T464,Malardalen,0.9,56.98,6.83,Low,0.88,0.82,0.77,T463
T465,EEMBC,28.41,146.73,137.53,High,1.26,0.95,57.67,T464
T466,TACLeBench,5.86,76.67,27.76,Low,1.1,1.06,5.51,T465
T467,TACLeBench,5.13,140.57,32.39,Low,0.92,1.07,4.21,T466
T468,MiBench,10.48,272.7,167.74,Low,0.83,0.9,20.65,T467
T469,EEMBC,8.67,246.03,176.29,High,1.44,1.08,20.89,T468
T470,EEMBC,6.14,270.96,219.33,Low,1.28,0.93,9.09,T469
T471,EEMBC,18.01,123.39,75.56,High,1.18,0.99,22.33,T197
T472,MiBench,21.53,486.89,59.22,High,1.22,1.02,22.18,T471
T473,MiBench,23.23,294.73,261.56,High,1.39,1.16,26.48,T472
T474,PapaBench,4.62,179.8,52.43,High,1.12,0.92,5.41,T473
T475,TACLeBench,9.91,195.14,108.25,High,1.31,1.19,9.51,T474
T476,PapaBench,0.96,174.76,8.98,High,1.1,0.85,0.99,T475
T477,MiBench,18.22,335.15,38.55,Low,1.0,0.87,29.88,T476
T478,PapaBench,1.99,139.06,133.13,Low,1.13,0.88,1.71,T477
T479,EEMBC,21.78,160.52,101.15,High,1.31,0.81,29.84,T478
T480,EEMBC,19.07,195.15,131.96,Low,1.27,1.32,38.14,T479
T481,MiBench,9.07,298.38,125.13,Low,1.49,1.1,17.23,T10
T482,PapaBench,1.59,138.58,42.31,High,1.2,0.87,1.29,T481
T483,PapaBench,3.58,57.08,28.59,High,1.04,1.27,3.79,T482
T484,Malardalen,1.96,78.99,14.59,High,1.01,0.92,1.47,T483
T485,Malardalen,1.97,22.49,4.83,High,0.96,1.37,1.0,T484
T486,MiBench,27.7,257.47,72.34,Low,0.86,1.31,49.58,T485
T487,TACLeBench,19.2,174.09,40.2,Low,1.31,0.8,21.7,T486
T488,PapaBench,0.76,211.4,193.11,Low,0.93,1.15,0.48,T487
T489,MiBench,44.76,436.24,273.72,Low,1.13,1.34,56.85,T488
T490,EEMBC,29.41,116.37,36.13,High,0.99,1.2,42.06,T489
T491,Malardalen,1.85,31.94,13.92,High,0.97,1.03,1.52,T222
T492,EEMBC,2.23,264.87,254.86,High,1.26,1.08,2.94,T491
T493,MiBench,42.27,496.46,131.02,High,1.03,1.12,57.49,T492
T494,Malardalen,1.01,32.29,18.36,High,1.24,1.39,0.78,T493
T495,PapaBench,0.28,145.35,100.8,High,0.86,1.26,0.22,T494
T496,PapaBench,1.9,81.3,9.25,High,0.98,1.01,1.79,T495
T497,PapaBench,1.54,159.2,133.02,High,1.43,1.05,1.22,T496
T498,Malardalen,0.51,94.11,15.23,Low,1.03,0.87,0.33,T497
T499,TACLeBench,3.79,66.95,57.2,Low,1.47,1.07,3.6,T498
T500,TACLeBench,5.59,177.79,41.09,High,1.28,1.2,5.53,T499
T501,PapaBench,3.19,217.22,153.65,Low,1.25,1.05,2.74,T316
T502,MiBench,36.12,181.84,161.62,Low,1.08,1.05,41.18,T501
T503,PapaBench,0.18,124.61,13.23,High,0.8,0.94,0.21,T502
T504,PapaBench,4.02,191.22,137.18,Low,1.19,0.96,2.77,T503
T505,PapaBench,2.89,90.76,36.94,High,0.84,1.04,2.17,T504
T506,TACLeBench,5.17,76.76,45.7,Low,0.81,0.97,5.17,T505
T507,TACLeBench,0.52,178.03,117.59,High,0.9,1.25,0.46,T506
T508,Malardalen,1.5,65.52,11.06,Low,0.99,1.04,1.2,T507
T509,Malardalen,1.39,95.39,78.46,High,1.31,1.19,1.07,T508
T510,MiBench,46.73,216.22,148.08,High,1.18,1.22,68.23,T509
T511,PapaBench,0.48,180.46,87.67,High,1.03,1.13,0.41,T482
T512,EEMBC,11.29,151.67,17.49,Low,0.86,0.87,26.76,T511
T513,PapaBench,0.42,104.53,32.7,Low,1.49,1.15,0.49,T512
T514,TACLeBench,12.04,56.77,46.42,High,1.45,1.25,16.98,T513
T515,TACLeBench,9.61,79.22,64.48,High,1.49,0.93,14.41,T514
T516,Malardalen,1.55,94.8,16.79,Low,1.13,0.8,1.3,T515
T517,Malardalen,0.91,30.26,9.77,High,1.35,1.37,0.86,T516
T518,TACLeBench,16.59,179.5,128.45,Low,1.48,0.97,21.9,T517
T519,TACLeBench,18.16,62.55,36.07,Low,1.04,0.88,15.25,T518
T520,PapaBench,1.25,27.71,24.28,Low,0.95,0.93,0.88,T519
T521,EEMBC,2.5,124.34,86.56,High,1.34,0.91,3.7,T442
T522,PapaBench,2.6,90.29,25.61,Low,1.08,1.14,2.94,T521
T523,MiBench,36.06,416.37,252.25,High,1.18,1.09,64.55,T522
T524,EEMBC,22.57,173.25,118.48,High,1.18,1.36,39.27,T523
T525,TACLeBench,14.86,107.84,85.29,High,0.98,1.32,21.1,T524
T526,TACLeBench,0.54,175.73,75.38,Low,1.05,1.23,0.8,T525
T527,EEMBC,26.89,136.08,113.1,High,1.3,1.13,57.01,T526
T528,Malardalen,0.94,68.85,25.17,High,0.95,0.93,0.5,T527
T529,TACLeBench,13.69,194.52,96.4,Low,0.82,1.32,19.3,T528
T530,MiBench,42.55,126.13,93.18,Low,1.03,1.05,56.17,T529
T531,TACLeBench,7.29,80.19,54.81,Low,1.09,1.02,9.19,T297
T532,MiBench,23.12,320.65,318.27,Low,1.01,1.02,43.7,T531
T533,Malardalen,0.22,77.5,53.19,High,1.39,0.89,0.21,T532
T534,TACLeBench,8.03,55.12,16.53,Low,1.0,1.27,8.03,T533
T535,MiBench,16.33,324.69,80.68,Low,0.95,1.21,32.33,T534
T536,EEMBC,8.37,259.08,85.51,High,0.95,1.13,15.9,T535
T537,EEMBC,23.71,235.19,55.58,Low,1.25,0.97,40.31,T536
T538,PapaBench,4.06,115.76,32.15,Low,1.5,1.24,3.17,T537
T539,Malardalen,1.22,51.73,29.24,High,0.86,0.9,0.89,T538
T540,EEMBC,27.2,209.71,177.63,Low,0.84,1.09,61.2,T539
T541,EEMBC,22.16,233.31,62.64,Low,1.26,0.91,30.8,T539
T542,TACLeBench,19.25,70.16,59.61,High,0.9,1.36,27.33,T541
T543,PapaBench,4.23,185.09,22.1,High,1.18,1.28,5.03,T542
T544,TACLeBench,17.12,144.89,88.51,High,1.35,0.83,21.06,T543
T545,EEMBC,4.83,209.0,69.61,High,1.26,1.08,9.23,T544
T546,PapaBench,1.11,133.43,76.5,High,0.85,1.09,0.84,T545
T547,EEMBC,19.92,233.4,75.72,Low,1.09,1.37,47.01,T546
T548,TACLeBench,0.74,61.23,5.93,High,1.23,0.97,0.87,T547
T549,TACLeBench,5.31,154.71,53.65,High,0.95,1.13,4.83,T548
T550,MiBench,38.52,486.54,65.55,High,0.9,0.91,75.88,T549
T551,PapaBench,0.37,68.24,5.66,Low,0.93,0.93,0.28,T282
T552,TACLeBench,16.37,129.97,105.37,High,0.88,1.24,19.97,T551
T553,TACLeBench,2.25,198.25,186.15,High,0.99,0.99,3.15,T552
T554,TACLeBench,14.85,177.22,95.12,Low,1.26,1.29,18.56,T553
T555,MiBench,15.73,400.72,385.36,Low,0.93,0.97,16.99,T554
T556,TACLeBench,2.6,100.93,55.99,Low,1.27,0.83,3.02,T555
T557,EEMBC,8.73,150.71,75.09,Low,0.98,1.2,16.06,T556
T558,MiBench,34.03,359.72,104.18,Low,0.99,1.13,52.75,T557
T559,TACLeBench,3.74,52.15,29.46,High,1.08,0.95,3.63,T558
T560,Malardalen,0.75,32.5,12.04,Low,0.93,0.82,0.53,T559
T561,PapaBench,2.3,157.54,7.46,High,1.45,1.03,2.14,T377
T562,PapaBench,1.17,219.37,176.83,High,1.12,1.09,1.32,T561
T563,MiBench,29.85,220.3,149.94,Low,1.06,1.28,53.13,T562
T564,MiBench,19.69,403.73,291.46,Low,1.29,1.23,20.48,T563
T565,TACLeBench,16.97,114.38,28.38,High,1.18,0.9,19.85,T564
T566,PapaBench,4.17,181.96,172.03,High,1.23,0.93,4.67,T565
T567,TACLeBench,11.94,151.47,88.41,Low,1.4,1.21,10.51,T566
T568,TACLeBench,12.76,94.99,63.23,Low,1.45,0.89,12.76,T567
T569,MiBench,27.15,177.23,136.34,Low,1.09,1.32,34.21,T568
T570,PapaBench,3.95,199.12,70.24,High,0.86,0.86,2.37,T569
T571,Malardalen,1.52,54.35,44.19,High,1.16,1.18,1.43,T392
T572,PapaBench,0.3,126.27,89.39,High,0.98,1.09,0.22,T571
T573,TACLeBench,13.89,58.64,50.53,Low,0.95,0.96,17.78,T572
T574,EEMBC,19.18,291.18,264.28,Low,1.15,0.8,38.94,T573
T575,TACLeBench,12.85,129.98,81.41,High,1.45,1.25,11.44,T574
T576,MiBench,20.7,262.23,200.32,Low,1.16,1.22,38.92,T575
T577,EEMBC,19.92,101.03,99.26,High,0.98,1.2,41.43,T576
T578,MiBench,28.14,474.24,32.74,High,0.81,1.06,55.15,T577
T579,Malardalen,1.71,47.56,34.39,High,1.2,1.34,1.15,T578
T580,TACLeBench,1.66,165.3,125.2,Low,1.12,1.03,2.34,T579
T581,MiBench,28.15,433.86,380.72,High,1.26,1.27,37.16,T19
T582,PapaBench,4.96,70.82,67.92,High,1.49,0.95,3.57,T581
T583,PapaBench,3.52,133.05,51.22,High,1.26,1.36,3.56,T582
T584,TACLeBench,7.56,98.87,42.64,Low,0.97,0.94,6.73,T583
T585,MiBench,30.76,236.57,229.69,High,0.95,0.82,34.14,T584
T586,EEMBC,7.87,297.14,216.23,High,1.43,1.14,16.76,T585
T587,PapaBench,4.24,125.61,124.66,High,1.37,1.25,2.84,T586
T588,EEMBC,3.75,289.79,101.79,Low,1.21,1.05,5.93,T587
T589,MiBench,39.26,245.45,47.74,Low,0.83,0.9,67.92,T588
T590,PapaBench,0.89,168.7,161.07,High,1.3,1.31,1.03,T589
T591,EEMBC,2.59,253.73,122.76,High,1.15,1.3,5.83,T572
T592,PapaBench,1.07,97.57,75.01,Low,1.14,1.07,1.06,T591
T593,PapaBench,2.87,52.81,39.65,High,1.12,1.3,3.3,T592
T594,TACLeBench,0.42,173.05,170.68,High,1.07,1.04,0.62,T593
T595,EEMBC,4.72,87.18,70.51,High,1.35,0.81,7.32,T594
T596,EEMBC,12.05,250.98,76.43,Low,1.25,1.04,23.02,T595
T597,EEMBC,21.49,177.07,150.56,High,0.91,0.85,41.91,T596
T598,Malardalen,0.74,71.36,1.22,High,1.26,0.96,0.72,T597
T599,TACLeBench,16.38,146.27,20.71,High,1.33,1.25,21.62,T598
T600,TACLeBench,13.07,79.78,53.84,Low,1.41,1.33,11.5,T599
T601,MiBench,28.61,176.03,53.12,Low,1.09,1.38,44.92,T1
T602,EEMBC,3.18,177.06,140.5,Low,1.5,1.37,7.44,T601
T603,TACLeBench,5.21,119.03,117.97,High,1.24,1.02,7.4,T602
T604,Malardalen,0.68,73.42,5.25,Low,1.25,0.99,0.48,T603
T605,EEMBC,2.56,286.23,129.36,Low,0.81,1.39,4.38,T604
T606,Malardalen,1.52,69.3,22.91,Low,1.36,0.85,0.94,T605
T607,TACLeBench,13.76,114.13,79.03,Low,1.4,1.0,11.01,T606
T608,MiBench,28.64,471.84,68.19,Low,0.94,0.82,49.26,T607
T609,MiBench,26.26,254.15,95.75,High,1.11,0.9,28.36,T608
T610,TACLeBench,3.07,112.7,45.7,High,1.12,1.32,3.56,T609
T611,TACLeBench,17.75,165.25,122.29,Low,1.18,1.29,24.32,T285
T612,EEMBC,14.43,174.83,71.88,High,1.44,0.84,21.36,T611
T613,EEMBC,18.2,82.38,35.2,High,0.91,0.8,23.66,T612
T614,EEMBC,3.89,58.52,24.18,High,1.16,1.26,9.45,T613
T615,EEMBC,28.63,98.55,34.03,High,1.08,1.23,44.38,T614
T616,MiBench,30.57,425.53,387.82,Low,1.24,0.91,30.88,T615
T617,EEMBC,26.99,224.84,99.91,Low,1.5,1.37,57.76,T616
T618,TACLeBench,0.36,142.9,60.93,Low,1.21,0.83,0.5,T617
T619,Malardalen,1.94,68.36,34.89,High,1.22,1.22,1.9,T618
T620,EEMBC,15.44,232.86,148.68,Low,1.11,1.0,24.4,T619
T621,PapaBench,1.04,101.29,8.87,Low,1.34,0.85,0.85,T282
T622,PapaBench,2.65,183.25,116.97,High,0.81,1.03,2.99,T621
T623,MiBench,38.27,310.13,181.65,Low,0.83,1.25,55.49,T622
T624,MiBench,49.93,468.35,149.78,Low,1.06,1.16,81.89,T623
T625,EEMBC,4.97,292.67,230.18,High,0.97,1.08,10.39,T624
T626,MiBench,18.56,229.67,63.31,Low,0.84,0.9,33.96,T625
T627,PapaBench,3.49,221.32,6.41,High,1.37,1.04,3.66,T626
T628,TACLeBench,17.04,179.81,70.29,Low,0.89,0.87,14.65,T627
T629,Malardalen,0.41,11.09,3.21,High,1.17,0.88,0.28,T628
T630,TACLeBench,14.26,87.13,51.41,Low,1.45,1.02,15.69,T629
T631,EEMBC,28.49,139.42,99.43,High,1.31,1.09,55.56,T357
T632,TACLeBench,3.66,197.69,135.02,High,0.83,1.32,4.94,T631
T633,TACLeBench,12.79,166.02,158.64,High,0.96,1.09,15.99,T632
T634,MiBench,7.64,183.53,130.69,Low,1.27,0.9,15.28,T633
T635,TACLeBench,10.72,165.66,81.58,High,1.37,1.08,10.72,T634
T636,PapaBench,1.82,164.17,107.42,Low,1.28,1.35,1.13,T635
T637,TACLeBench,2.09,99.57,54.49,Low,1.39,1.28,2.47,T636
T638,Malardalen,1.75,53.66,15.42,Low,1.3,0.89,1.57,T637
T639,EEMBC,17.94,131.65,37.25,Low,0.95,1.35,28.88,T638
T640,MiBench,37.98,436.24,374.77,Low,1.31,0.99,63.81,T639
T641,EEMBC,14.16,106.96,42.9,High,1.47,0.8,30.16,T75
T642,TACLeBench,7.26,145.03,111.27,High,1.26,1.32,10.53,T641
T643,Malardalen,1.51,76.37,63.73,High,1.09,0.81,1.25,T642
T644,MiBench,5.49,336.5,181.53,Low,1.03,0.9,7.19,T643
T645,Malardalen,0.45,76.19,60.14,High,1.16,1.19,0.28,T644
T646,PapaBench,3.88,235.27,179.41,Low,1.29,0.94,4.35,T645
T647,PapaBench,2.67,52.91,7.74,High,0.89,1.17,1.74,T646
T648,Malardalen,0.98,93.91,80.42,High,1.4,1.12,0.58,T647
T649,EEMBC,8.9,62.96,42.49,Low,0.88,0.84,19.49,T648
T650,PapaBench,0.61,225.23,66.17,High,1.39,1.23,0.45,T649
T651,TACLeBench,19.63,68.11,34.98,High,1.24,1.35,19.83,T509
T652,PapaBench,1.89,186.68,159.36,High,1.27,0.92,1.66,T651
T653,EEMBC,9.97,227.98,217.67,High,1.23,1.17,24.03,T652
T654,EEMBC,28.36,267.15,83.58,Low,1.06,1.0,55.87,T653
T655,TACLeBench,15.21,54.48,23.37,High,1.23,0.88,16.88,T654
T656,MiBench,40.14,336.06,289.24,Low,1.14,1.38,65.03,T655
T657,EEMBC,7.46,137.11,89.74,Low,1.2,0.98,15.59,T656
T658,MiBench,43.12,373.5,198.17,Low,1.24,1.35,50.88,T657
T659,MiBench,41.79,150.18,133.57,Low,0.85,1.27,47.22,T658
T660,EEMBC,28.65,107.47,69.14,Low,1.13,1.32,42.4,T659
T661,PapaBench,1.19,178.75,178.63,High,0.86,1.15,0.88,T73
T662,MiBench,35.18,186.63,44.57,Low,1.38,1.08,35.18,T661
T663,TACLeBench,13.53,183.71,137.97,High,1.13,1.32,12.72,T662
T664,Malardalen,0.71,92.33,77.7,High,0.94,1.15,0.67,T663
T665,TACLeBench,15.38,81.5,27.33,High,1.45,1.18,16.76,T664
T666,MiBench,45.41,360.93,169.99,Low,1.15,1.0,81.74,T665
T667,MiBench,7.39,265.84,71.65,Low,0.95,0.88,9.98,T666
T668,PapaBench,0.78,218.79,120.02,Low,1.09,1.26,0.88,T667
T669,TACLeBench,5.1,124.56,96.23,High,1.46,1.37,5.86,T668
T670,MiBench,45.1,153.01,114.67,Low,1.19,1.18,62.69,T669
T671,MiBench,24.76,431.2,182.4,Low,1.08,1.02,28.23,T539
T672,TACLeBench,4.76,67.89,27.49,Low,0.89,1.06,5.09,T671
T673,PapaBench,4.52,237.82,156.75,High,0.91,0.87,3.8,T672
T674,Malardalen,0.75,11.06,9.57,High,1.15,1.33,0.49,T673
T675,Malardalen,0.49,70.81,51.98,High,1.19,1.37,0.32,T674
T676,Malardalen,1.91,17.04,2.56,Low,1.33,1.25,1.24,T675
T677,EEMBC,17.86,292.81,37.24,High,0.91,1.12,39.47,T676
T678,PapaBench,0.57,100.81,88.47,Low,0.85,1.09,0.4,T677
T679,EEMBC,26.17,59.23,28.75,High,1.06,1.26,56.79,T678
T680,PapaBench,1.74,160.67,41.4,High,0.94,0.84,1.69,T679
T681,PapaBench,0.45,141.56,126.38,High,0.82,1.03,0.44,T297
T682,TACLeBench,4.03,161.94,107.75,High,1.34,0.96,3.79,T681
T683,PapaBench,4.49,190.35,168.24,High,1.49,0.94,3.1,T682
T684,PapaBench,4.97,184.27,62.59,High,1.14,1.1,5.91,T683
T685,EEMBC,15.07,238.05,56.08,High,1.32,1.04,24.11,T684
T686,EEMBC,21.27,91.69,75.86,Low,0.86,0.85,34.46,T685
T687,PapaBench,2.48,41.79,11.08,High,1.29,1.2,2.43,T686
T688,Malardalen,1.68,73.47,59.82,Low,1.24,0.86,1.48,T687
T689,EEMBC,26.9,75.36,34.89,High,1.3,0.98,54.61,T688
T690,Malardalen,0.11,60.71,26.34,High,1.15,1.1,0.07,T689
T691,TACLeBench,16.65,92.09,78.38,Low,0.94,1.39,14.49,T106
T692,Malardalen,0.58,15.47,11.07,High,0.84,0.93,0.43,T691
T693,TACLeBench,11.57,180.97,140.19,Low,0.86,0.93,14.0,T692
T694,TACLeBench,12.96,161.31,48.95,High,1.19,1.26,11.02,T693
T695,MiBench,7.03,444.65,443.74,Low,1.18,1.17,10.47,T694
T696,MiBench,44.24,255.28,151.07,Low,1.12,1.01,84.94,T695
T697,EEMBC,23.73,121.8,50.38,High,1.32,1.05,43.43,T696
T698,MiBench,39.02,275.6,87.45,High,1.0,1.36,48.78,T697
T699,MiBench,25.41,265.08,90.74,High,0.83,0.84,29.98,T698
T700,EEMBC,27.52,239.87,95.32,Low,0.97,1.32,46.78,T699
T701,Malardalen,1.01,91.43,27.38,High,1.01,1.35,0.6,T471
T702,Malardalen,1.53,15.97,4.12,High,1.25,1.17,1.35,T701
T703,MiBench,31.26,380.14,205.66,Low,0.99,1.25,46.26,T702
T704,PapaBench,3.46,109.87,66.06,High,0.88,1.12,3.29,T703
T705,PapaBench,4.7,222.51,208.88,Low,1.46,1.19,3.76,T704
T706,MiBench,25.71,183.0,57.19,Low,1.39,1.09,44.22,T705
T707,EEMBC,5.04,168.85,69.45,Low,1.39,1.13,12.2,T706
T708,TACLeBench,5.04,87.19,11.49,Low,1.11,1.25,5.49,T707
T709,MiBench,14.66,268.96,132.11,Low,1.17,1.23,18.18,T708
T710,TACLeBench,1.55,197.9,106.27,Low,0.86,0.96,1.36,T709
T711,EEMBC,16.27,169.18,28.78,Low,1.37,1.01,33.84,T374
T712,MiBench,11.29,411.9,388.61,Low,1.25,1.29,17.73,T711
T713,MiBench,25.95,292.19,233.88,Low,0.84,0.84,43.34,T712
T714,TACLeBench,10.06,143.49,41.38,Low,1.42,1.07,9.56,T713
T715,EEMBC,20.97,125.04,98.78,High,1.17,1.33,31.04,T714
T716,Malardalen,1.45,98.04,65.53,High,0.88,0.88,0.81,T715
T717,MiBench,15.77,270.81,251.13,High,1.15,1.14,23.02,T716
T718,EEMBC,12.97,295.02,46.96,High,1.25,1.21,31.78,T717
T719,TACLeBench,15.72,114.31,110.99,Low,1.02,1.2,23.11,T718
T720,Malardalen,0.46,24.44,5.58,Low,1.17,1.07,0.27,T719
T721,MiBench,25.09,444.92,180.94,Low,1.48,0.94,34.62,T2
T722,PapaBench,2.84,104.85,7.19,High,1.26,1.14,1.73,T721
T723,EEMBC,5.41,291.76,105.89,Low,0.85,0.84,8.6,T722
